ts_code,symbol,industry,price_end,price_start,change_pct
000833.SZ,000833,综合类,54.71401600000001,42.92722,27.46
000545.SZ,000545,化工原料,17.099999999999998,13.452,27.12
601898.SH,601898,煤炭开采,25.341658999999996,20.004264,26.68
002970.SZ,002970,IT设备,167.42455500000003,132.215745,26.63
000669.SZ,000669,供气供热,14.2389,11.24508,26.62
600227.SH,600227,农药化肥,18.9175,14.950000000000001,26.54
601096.SH,601096,钢加工,6.806623999999999,5.386463999999999,26.37
002028.SZ,002028,电气设备,4763.066927,3769.4949600000004,26.36
301548.SZ,301548,机械基件,128.26317,101.672025,26.15
603045.SH,603045,小金属,48.993552,38.858952,26.08
300505.SZ,300505,农药化肥,74.37108,59.093300000000006,25.85
688150.SH,688150,元器件,36.102312,28.698295999999996,25.8
601616.SH,601616,电气设备,13.582184,10.80401,25.71
001203.SZ,001203,普钢,38.85385,30.95505,25.52
601975.SH,601975,水运,4.63,3.69,25.47
603663.SH,603663,小金属,153.00796,122.03035599999998,25.39
688033.SH,688033,电气设备,10.341862,8.249108,25.37
688035.SH,688035,半导体,70.01361000000001,55.876050000000006,25.3
600452.SH,600452,水力发电,204.95833000000002,163.703052,25.2
002957.SZ,002957,专用机械,29.973359999999996,23.968134,25.06
301326.SZ,301326,元器件,156.8798,125.452905,25.05
603400.SH,603400,机械基件,72.08630000000001,57.66904,25.0
688646.SH,688646,专用机械,49.21295,39.37036,25.0
688186.SH,688186,特种钢,30.159700000000004,24.138436000000002,24.94
300483.SZ,300483,石油开采,37.51097,30.023279999999996,24.94
002536.SZ,002536,汽车配件,209.58579600000002,167.80656000000002,24.9
688629.SH,688629,元器件,117.59472,94.188,24.85
000510.SZ,000510,化工原料,210.21174000000002,168.52374000000003,24.74
001696.SZ,001696,摩托车,726.7739019999999,582.785024,24.71
002652.SZ,002652,其他建材,24.72185,19.8379,24.62
601567.SH,601567,电气设备,172.671992,138.736456,24.46
000826.SZ,000826,环境保护,20.888219999999997,16.81044,24.26
688028.SH,688028,机械基件,173.3826,139.61862,24.18
300875.SZ,300875,专用机械,67.31622,54.24192,24.1
688275.SH,688275,电气设备,144.87349999999998,116.74831999999998,24.09
002300.SZ,002300,电气设备,83.94013199999999,67.662768,24.06
600152.SH,600152,电气设备,28.780350000000002,23.20205,24.04
002357.SZ,002357,公共交通,73.39724700000001,59.189864,24.0
002270.SZ,002270,电气设备,97.00963300000001,78.312466,23.88
603867.SH,603867,化工原料,51.225687,41.374041,23.81
603393.SH,603393,供气供热,107.32161600000002,86.75258400000001,23.71
002533.SZ,002533,电气设备,94.24630500000002,76.204046,23.68
000525.SZ,000525,农药化肥,59.989343999999996,48.510935999999994,23.66
300868.SZ,300868,元器件,40.568,32.819511999999996,23.61
600367.SH,600367,化工原料,105.410646,85.275531,23.61
000791.SZ,000791,水力发电,34.691900000000004,28.080032000000003,23.55
603790.SH,603790,染料涂料,36.471358,29.53372,23.49
301158.SZ,301158,专用机械,31.537165000000005,25.550305,23.43
002384.SZ,002384,元器件,723.768715,586.597672,23.38
603861.SH,603861,电气设备,22.1318,17.942952,23.35
600176.SH,600176,玻璃,512.325685,415.499047,23.3
002261.SZ,002261,软件服务,395.8889,321.17184,23.26
002922.SZ,002922,电气设备,91.713398,74.428803,23.22
688662.SH,688662,元器件,68.3537,55.49384800000001,23.17
600216.SH,600216,化学制药,122.37220199999999,99.46902599999999,23.03
603058.SH,603058,广告包装,15.831291,12.869534999999999,23.01
300001.SZ,300001,电气设备,233.11593200000004,189.560616,22.98
002428.SZ,002428,小金属,229.274115,186.54069,22.91
600207.SH,600207,电气设备,8.94125,7.277399999999999,22.86
002355.SZ,002355,汽车配件,15.26952,12.432559999999999,22.82
688503.SH,688503,电气设备,200.609217,163.34136,22.82
300490.SZ,300490,专用机械,39.288079999999994,31.998139999999996,22.78
688127.SH,688127,元器件,58.66164,47.792595000000006,22.74
000554.SZ,000554,石油贸易,52.442874,42.742458,22.7
688328.SH,688328,专用机械,40.71195,33.194322,22.65
600513.SH,600513,化学制药,153.127216,124.880448,22.62
688807.SH,688807,半导体,242.0,197.4,22.59
600522.SH,600522,通信设备,246.05037,200.75841,22.56
300936.SZ,300936,元器件,52.526497000000006,42.94091,22.32
688297.SH,688297,航空,60.1128,49.142720000000004,22.32
603968.SH,603968,化工原料,37.643474999999995,30.778326,22.31
603727.SH,603727,石油开采,22.285836999999997,18.225232000000002,22.28
301322.SZ,301322,摩托车,78.454656,64.26653099999999,22.08
300804.SZ,300804,农药化肥,46.71562,38.273900000000005,22.06
002424.SZ,002424,中成药,55.795080000000006,45.73899000000001,21.99
300296.SZ,300296,元器件,168.89499,138.47413799999998,21.97
000007.SZ,000007,其他商业,109.92868,90.12992000000001,21.97
688190.SH,688190,矿物制品,124.27937400000002,101.91931200000002,21.94
600010.SH,600010,普钢,25.704,21.084,21.91
601890.SH,601890,船舶,37.098400000000005,30.43595,21.89
300651.SZ,300651,文教休闲,53.103,43.597563,21.8
688307.SH,688307,元器件,58.72652999999999,48.232943999999996,21.76
301150.SZ,301150,电气设备,179.094818,147.086536,21.76
300693.SZ,300693,电气设备,165.487252,135.942352,21.73
600470.SH,600470,农药化肥,20.389319999999998,16.75968,21.66
301588.SZ,301588,家居用品,27.281702,22.426655999999998,21.65
688667.SH,688667,汽车配件,97.85817,80.45778,21.63
600468.SH,600468,电气设备,109.06389000000001,89.69974,21.59
603115.SH,603115,铝,37.39761,30.770676,21.54
688167.SH,688167,元器件,308.95579999999995,254.24781999999996,21.52
301252.SZ,301252,机械基件,80.379408,66.170709,21.47
605298.SH,605298,运输设备,92.770272,76.38624,21.45
601877.SH,601877,电气设备,71.12424999999999,58.562304999999995,21.45
000862.SZ,000862,新型电力,20.5048,16.88948,21.41
300511.SZ,300511,种植业,22.38,18.450000000000003,21.3
001282.SZ,001282,汽车配件,50.451008,41.614048,21.24
002047.SZ,002047,装修装饰,16.545560000000002,13.646830000000001,21.24
600525.SH,600525,电气设备,70.39124,58.06642,21.23
600256.SH,600256,石油开采,414.03908,341.582241,21.21
301027.SZ,301027,建筑工程,21.513,17.755799999999997,21.16
301193.SZ,301193,家居用品,47.491150000000005,39.20035,21.15
603057.SH,603057,食品,38.307512,31.651680000000002,21.03
603093.SH,603093,多元金融,22.878905,18.910220000000002,20.99
688048.SH,688048,半导体,206.4825,170.69219999999999,20.97
600979.SH,600979,水力发电,31.654272000000006,26.242788,20.62
300870.SZ,300870,电气设备,310.6621,257.581197,20.61
301175.SZ,301175,环境保护,7.868556,6.525144,20.59
000720.SZ,000720,电气设备,31.944000000000003,26.499,20.55
688031.SH,688031,软件服务,253.0,209.94,20.51
600989.SH,600989,化工原料,34.244343,28.419336,20.5
002452.SZ,002452,电气设备,70.866112,58.839991999999995,20.44
300018.SZ,300018,电气设备,96.562634,80.18572,20.42
301268.SZ,301268,机械基件,23.820999999999998,19.7825,20.41
300855.SZ,300855,小金属,90.990048,75.56869200000001,20.41
688272.SH,688272,元器件,36.023520000000005,29.92924,20.36
301285.SZ,301285,元器件,87.9681,73.09203,20.35
301251.SZ,301251,元器件,65.876344,54.749128,20.32
603150.SH,603150,塑料,58.38168,48.56980800000001,20.2
301489.SZ,301489,元器件,274.87949999999995,228.74429999999998,20.17
002812.SZ,002812,电气设备,224.48125,186.87835,20.12
300985.SZ,300985,汽车配件,35.85361,29.85181,20.11
002339.SZ,002339,电气设备,72.508128,60.377280000000006,20.09
300931.SZ,300931,运输设备,13.493,11.237300000000001,20.07
600330.SH,600330,专用机械,82.44029200000001,68.66648400000001,20.06
300448.SZ,300448,软件服务,86.94140000000002,72.46428000000002,19.98
603097.SH,603097,电气设备,42.10909,35.102876,19.96
603138.SH,603138,软件服务,65.85987000000002,54.90915,19.94
002169.SZ,002169,电气设备,127.523082,106.3374,19.92
688523.SH,688523,航空,72.73133999999999,60.71054999999999,19.8
601958.SH,601958,小金属,40.227627999999996,33.583032,19.79
600645.SH,600645,医疗保健,560.4951,467.9862,19.77
300279.SZ,300279,元器件,59.57736,49.763259999999995,19.72
301179.SZ,301179,软件服务,65.128802,54.41469200000001,19.69
000601.SZ,000601,水力发电,67.225632,56.167344,19.69
002733.SZ,002733,电气设备,58.692288000000005,49.060608,19.63
600396.SH,600396,火力发电,24.03156,20.09196,19.61
000968.SZ,000968,石油开采,19.375864,16.202744,19.58
688097.SH,688097,专用机械,48.58914,40.648740000000004,19.53
301511.SZ,301511,电气设备,49.813919999999996,41.68476,19.5
301278.SZ,301278,电气设备,58.59315,49.0479,19.46
300982.SZ,300982,建筑工程,31.855904999999996,26.670363,19.44
301500.SZ,301500,环境保护,34.765989,29.119507999999996,19.39
688251.SH,688251,专用机械,55.329578000000005,46.346495999999995,19.38
600773.SH,600773,区域地产,100.74092000000002,84.409628,19.35
300899.SZ,300899,环境保护,43.320132,36.31309,19.3
688433.SH,688433,专用机械,101.09285999999999,84.84795,19.15
002937.SZ,002937,元器件,50.25942,42.196788,19.11
002887.SZ,002887,环境保护,53.6145,45.012,19.11
600984.SH,600984,工程机械,11.935319999999999,10.02164,19.1
600406.SH,600406,电气设备,1562.989823,1312.4739599999998,19.09
002921.SZ,002921,汽车配件,39.01688,32.7788,19.03
000993.SZ,000993,水力发电,26.8233,22.53825,19.01
603381.SH,603381,电气设备,26.71167,22.45626,18.95
601868.SH,601868,建筑工程,3.043459,2.559033,18.93
605007.SH,605007,造纸,18.181891,15.290548,18.91
300285.SZ,300285,陶瓷,450.316514,378.920232,18.84
001230.SZ,001230,环境保护,35.014368,29.467911,18.82
301388.SZ,301388,电气设备,40.97418,34.499634,18.77
300304.SZ,300304,汽车配件,131.474007,110.701287,18.76
002628.SZ,002628,建筑工程,21.15816,17.82345,18.71
688229.SH,688229,软件服务,86.98140000000001,73.28904,18.68
688282.SH,688282,通信设备,84.86912,71.5264,18.65
000571.SZ,000571,煤炭开采,56.71685000000001,47.80964,18.63
000338.SZ,000338,汽车配件,660.2759679999999,556.6389019999999,18.62
600089.SH,600089,电气设备,1843.5688919999998,1555.85088,18.49
002099.SZ,002099,化学制药,54.480000000000004,45.981120000000004,18.48
300449.SZ,300449,IT设备,30.946839999999998,26.1216,18.47
688319.SH,688319,生物制药,28.65416,24.18636,18.47
300338.SZ,300338,文教休闲,17.49608,14.77056,18.45
603257.SH,603257,建筑工程,70.5586,59.6001,18.39
600331.SH,600331,农药化肥,173.25,146.34,18.39
603922.SH,603922,汽车配件,30.874744,26.082846,18.37
603980.SH,603980,染料涂料,13.474924999999999,11.388485,18.32
002595.SZ,002595,专用机械,495.2777,419.150752,18.16
300125.SZ,300125,电气设备,40.809000000000005,34.54125,18.15
002633.SZ,002633,机械基件,29.18068,24.703059999999997,18.13
